STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,HPCP,Measurement Flag,Quality Flag
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19671226 20:00,5, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19671226 21:00,4, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19671226 22:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19671226 23:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19671227 00:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19671227 01:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19671228 08:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19671228 10:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19671230 10:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19671230 11:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19671230 15:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19671230 17:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19671230 20:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19671230 21:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680101 01:00,0,g, 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680102 09:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680102 10:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680106 05:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680122 04:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680122 05:00,5, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680122 06:00,5, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680122 07:00,6, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680122 08:00,5, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680122 09:00,9, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680122 10:00,6, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680122 11:00,6, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680122 12:00,4, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680126 09:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680201 01:00,0,g, 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680212 01:00,4, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680212 02:00,4, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680212 03:00,7, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680212 04:00,4, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680212 05:00,3, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680212 06:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680212 07:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680212 08:00,4, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680212 09:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680212 10:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680212 11:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680212 17:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680212 20:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680213 01:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680220 18:00,5, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680220 19:00,4, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680220 20:00,5, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680220 21:00,3, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680220 22:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680220 23:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680222 06:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680222 07:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680222 15:00,3, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680222 17:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680222 19:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680227 14:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680227 17:00,4, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680228 12:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680228 13:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680301 01:00,0,g, 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680302 13:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680302 14:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680302 15:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680302 16:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680302 17:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680302 18:00,4, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680302 19:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680302 20:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680302 21:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680309 10:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680309 11:00,3, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680309 12:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680309 16:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680309 17:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680309 18:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680310 07:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680310 08:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680310 09:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680310 10:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680310 11:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680310 12:00,3, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680310 13:00,3, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680310 14:00,3, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680310 15:00,4, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680310 16:00,3, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680310 17:00,3, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680310 18:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680310 19:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680310 20:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680310 21:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680310 22:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680310 23:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680311 00:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680311 01:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680311 02:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680311 03:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680311 05:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680311 07:00,3, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680311 08:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680311 09:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680320 00:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680320 05:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680320 08:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680320 09:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680320 17:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680320 18:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680320 20:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680320 22:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680320 23:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680322 00:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680401 01:00,0,g, 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680402 15:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680403 02:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680403 03:00,10, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680403 04:00,13, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680403 05:00,5, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680403 06:00,7, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680403 07:00,14, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680403 08:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680403 09:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680403 10:00,8, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680403 11:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680403 12:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680403 13:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680403 14:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680403 15:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680416 19:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680417 03:00,5, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680417 04:00,7, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680417 05:00,6, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680417 06:00,11, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680417 07:00,4, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680417 08:00,6, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680417 09:00,7, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680417 10:00,7, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680417 11:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680417 12:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680417 14:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680417 15:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680417 16:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680417 17:00,3, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680417 20:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680417 21:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680417 22:00,3, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680417 23:00,7, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680418 00:00,4, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680418 01:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680418 02:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680421 16:00,6, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680421 17:00,15, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680421 18:00,14, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680421 19:00,6, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680421 20:00,4, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680422 08:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680425 17:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680425 21:00,4, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680426 18:00,5, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680426 19:00,9, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680426 20:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680427 07:00,5, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680427 10:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680427 11:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680427 14:00,5, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680427 17:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680427 19:00,4, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680501 01:00,0,g, 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680510 18:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680510 20:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680510 21:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680510 22:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680512 16:00,4, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680512 17:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680512 23:00,5, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680516 10:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680516 11:00,3, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680516 12:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680516 15:00,3, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680516 16:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680516 17:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680516 18:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680517 23:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680518 00:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680518 01:00,10, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680518 03:00,6, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680518 04:00,3, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680518 05:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680522 17:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680522 21:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680522 22:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680523 20:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680524 14:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680524 15:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680524 16:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680526 01:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680526 02:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680531 01:00,7, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680531 02:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680601 01:00,0,g, 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680607 14:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680607 15:00,8, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680607 16:00,4, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680609 21:00,6, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680609 22:00,3, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680609 23:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680618 22:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680624 18:00,18, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680624 19:00,6, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680625 00:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680701 01:00,0,g, 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680705 11:00,11, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680705 14:00,4, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680705 21:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680711 17:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680712 18:00,9, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680719 15:00,7, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680719 16:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680724 16:00,56, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680724 17:00,22, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680726 17:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680727 13:00,5, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680730 13:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680730 18:00,5, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680730 19:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680731 00:00,3, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680731 01:00,3, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680731 02:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680801 01:00,0,g, 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680805 14:00,12, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680807 13:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680807 15:00,7, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680809 15:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680809 17:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680809 18:00,38, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680809 19:00,68, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680809 20:00,10, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680809 21:00,5, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680809 22:00,5, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680809 23:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680810 00:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680810 01:00,3, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680810 02:00,4, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680810 03:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680810 05:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680810 06:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680810 07:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680812 17:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680812 18:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680813 16:00,10, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680813 20:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680813 21:00,7, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680813 22:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680814 13:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680814 14:00,29, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680814 16:00,4, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680814 17:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680821 20:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680828 18:00,24, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680829 00:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680829 05:00,2, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680829 07:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680829 08:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680829 09:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680901 01:00,0,g, 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680903 03:00,8, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680903 04:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680903 05:00,6, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680903 06:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680903 14:00,3, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680903 23:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680904 00:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680904 01:00,4, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680916 17:00,8, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680922 17:00,1, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680922 18:00,8, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680922 19:00,12, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19680922 20:00,5, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19681001 01:00,0,g, 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19681008 11:00,10, , 
COOP:052220,DENVER STAPLETON CO US,1615.1,39.76667,-104.88333,19681008 12:00,5, , 
